recipe_name,prep(mins),cooking(mins),food type,Calories(kcal),Carbohydrates(g),Protein(g),Fat(g),Saturated Fat(g),Polyunsaturated Fat(g),Sodium(mg),Potassium(mg),Fiber(g),Sugar(g),Vitamin A(IU),Vitamin C(mg),Calcium(mg),Iron(mg),Serving(per g Calories),Cholesterol(mg),Trans Fat(g),source,Cluster
Chicken Manila,,,,2069.6,3.9325,152.3125,155.085,47.9325,30.68,3389.725,2050.305,0.3825,0.225,834.135,1.8125,102.7325,6.975,,843.2,2.17,RecipeDB,0
Filipino Roast Leg of Lamb With Sarsa,,,,14206.13,408.3525,2100.7925,402.9075,135.8375,51.44,7674.3075,32452.3375,1.18,5.5,1723941.8725,138.575,544.765,502.5175,,28131.0075,69.44,RecipeDB,2
Filipino Style Fried Calamares,,,,478.03,9.735,0.6475,51.07,31.7475,1.92,3.35,139.105,0.525,1.9175,1631.1525,34.03,19.2025,0.13,,131.2,0.0,RecipeDB,0
Filipino Noodles (Bihon Guisado),,,,4409.33,932.1025,166.7475,41.825,5.8725,13.8675,8839.3275,38849.9525,264.06,440.2575,1234417.35,2228.99,6816.6625,68.425,,0.0,0.06,RecipeDB,1
Vegan Filipino Chop Suey,,,,3814.4825,833.98,191.475,30.79,9.945,7.22,5724.7,33972.5825,308.7175,397.4125,539082.58,4413.085,4034.5775,53.4,,0.0,0.05,RecipeDB,4
Tocino (Filipino),,,,1091.1075,59.1975,32.4325,79.6025,28.2325,8.6325,104.1475,654.435,0.58,54.555,21.2875,0.965,56.4975,2.1325,,167.83,0.0,RecipeDB,0
Filipino Tinola,,,,11.725,2.125,0.875,0.0175,0.0075,0.0025,1060.585,64.43,0.2975,1.2325,1.97,1.3625,9.83,0.14,,0.0,0.0,RecipeDB,0
Asian BBQ Ribs,,,,514.09,22.9875,92.065,3.44,0.77,1.355,1485.155,1151.9925,1.08,15.6575,455.635,1.4525,557.655,6.94,,227.625,0.0,RecipeDB,0
Chicken Adobo - Filipino Style,,,,1578.2575,11.5025,34.99,153.88,41.6275,31.21,1059.8375,689.4425,1.5575,4.48,955.91,14.6,48.3975,1.97,,356.7375,3.11,RecipeDB,0
Myrna's Curried Chicken,,,,1150.475,8.98,98.395,79.9425,40.675,9.9475,644.085,1349.66,2.475,1.355,377.57,4.65,68.3575,5.545,,290.2975,1.9,RecipeDB,0
Nilagang Pata-Baka (Filipino Pork-Beef Broth Soup W- Vegetables,,,,217.2225,6.66,26.9575,9.485,5.16,0.37,65.325,491.6225,1.1975,2.97,197.8475,5.295,27.2325,2.25,,78.715,0.51,RecipeDB,0
Pancit Lomi,,,,94.1125,8.2975,13.615,0.44,0.11,0.1525,503.975,298.9875,1.14,1.96,176.585,3.5575,95.1525,1.1375,,31.23,0.0,RecipeDB,0
Grilled Chicken Salpicao,,,,75.08,5.855,11.6525,0.3225,0.0775,0.1125,208.0925,301.145,0.14,2.1125,78.5675,6.16,97.22,1.82,,28.3325,0.0,RecipeDB,0
Eggplant (Aubergine) Adobo,,,,37.4675,6.32,2.235,0.2475,0.04,0.1075,878.0425,266.2225,2.63,2.99,19.05,2.465,18.27,0.4625,,0.0,0.0,RecipeDB,0
TRADITIONAL ADOBO (Pork in Vinegar and Soy Sauce),,,,177.2,4.8575,34.4675,0.91,0.225,0.315,557.1425,452.2725,0.1475,3.555,170.9875,0.7,212.72,2.6,,85.0,0.0,RecipeDB,0
Brazo De Mercedes - Creme-filled Log Cake,,,,585.6975,68.8975,25.3275,22.7375,9.4375,3.6,291.5775,621.3825,0.6975,66.4,989.405,0.0,431.96,1.46,,399.4,0.0,RecipeDB,0
Sesame Fish,,,,3248.3525,8.2825,701.39,24.5325,5.3825,9.745,2655.615,8150.9325,0.0975,0.0,3541.665,0.0075,4185.1675,49.635,,1770.8325,0.0,RecipeDB,0
Sirloin Steak Filipino-Style (Bistek Tagalog),,,,287.8,5.9,26.8125,17.51,9.6675,0.74,941.5025,541.275,0.715,1.74,408.89,11.11,47.6425,2.14,,100.84,0.0,RecipeDB,0
Pork Chops Royale,,,,73.65,18.8225,0.91,0.125,0.0225,0.035,81.2825,158.485,1.585,13.9675,81.5275,33.0875,26.4775,0.335,,0.0,0.0,RecipeDB,0
Sweet Berries and Cannoli Cream Cradle,,,,189.0625,23.08,4.7225,9.205,4.9975,0.49,46.2375,230.02,2.2725,18.1975,353.7775,97.145,112.8725,0.6275,,26.56,0.74,RecipeDB,0
Crispy Pata (Deep-Fried Leg of Pork),,,,50.0775,8.055,2.3475,0.1875,0.0425,0.065,1744.475,171.8625,0.7125,1.7425,1.63,2.08,27.9725,0.465,,0.0,0.0,RecipeDB,0
Filipino Pork Adobo,,,,426.08,11.5175,56.195,15.61,8.25,1.51,1963.6025,1198.125,1.9525,4.3725,428.9,5.68,51.055,3.175,,137.8,0.13,RecipeDB,0
Pinakbet ( Philippine Vegetable Stew),,,,213.69,24.4925,29.535,1.3725,0.29,0.4,98.745,1220.31,8.9425,6.2375,1976.0275,82.44,361.0825,3.69,,56.665,0.0,RecipeDB,0
